Görüş,Sentiment_Label
"artıları:pil ömrü,adımsayar,uyku takibi,gps harika çalışıyor. eksileri:daha geliştirilmesi lazım fazladan hafıza yok uygulama nede tema yükleme şansınız var saate dolayısıyla size verildiyse onunla idare etmeniz gerekiyor.",tarafsız
hayır iyi değil di,tarafsız
harika bir ürün kullanımı kolay pratik lezzetli,tarafsız
"yeni makina alacağım,hangi marka alsam acaba.vestele güvenim yok.",tarafsız
olumlu yönleri: 880 tl.li̇k bi̇r fi̇yata alinabi̇lecek i̇yi̇ ürün. ürün bi̇r hari̇ka.,tarafsız
3.5 yil once aldim ceyizime hala kullanamadim😂 kaliteli,tarafsız
firma sorunlar var heralde kontrol etmeden gondermsler,tarafsız
dudaklarım kalın olduğundan yakışan renk bulmam zor oluyor. ruju sevdim doğal topaklanma olmuyor.,tarafsız
fiyatına göre iyi,tarafsız
plastikleri baya adi. bileyim aldık işte. bıçakları iyi saçları kesiyor. parasına göre iyi işte ayda 1 kullanılan bir sonuçta. çokta pahalı yerine bunu alabirsin desiğim plastiği yaramaz.,tarafsız
pratik hızlı temizliği kolay,tarafsız
sony deyince baska birsey demeye gerek yok. sahsimca markalardandaha iyi. herkese tavsiye ederim.,tarafsız
"indirimdeyken aldım, gayet güzel kullanışlı 👏",tarafsız
ürünü türlü ortamda denedim sadece araç kamerası olarak kullanacaksanız görüntüyü beğenmeniz zor uzun mesafede netleştirme yapamıyor görüntü bulanık oluyor fakat su altında yakın mesafede beklenenden kaliteli çekim yapıyor hafıza kartı iyi powerbank sorunsuz çalışıyor aksesuarları güzel türlü ortam parçası mevcut araç kamerası olarak beğenmedim ancak su altı çekimleri aksesuarları açısından parasının karşılığını veriyor,tarafsız
"motor gücü düşük, makinayı kullanırken elimde kalacakmış 50 lira fazla verin sağlam bir alın derim.",tarafsız
kargo kadar sürüyor?,tarafsız
kadar i̇yi değil sağlam gelseydi i̇yiydi kulaklığin çalışmıyor keşke göndermeden önce deneseydiniz iade etmek isterdim memleketime gittiğim edemedim,tarafsız
"ürün geldi horoz lojistik ile. gayet sorunsuz çalışıyor, kurulumu yapıldı çalıştırdım.tesekkurler",tarafsız
aaaaaaaaaaaaaaaaa,tarafsız
"gönderi paketi yetersiz, plastik montaj aparatı kırık geldi, yapıştırarak kullandım, genel olarak başarılı ürün",tarafsız
i̇sterse halıyı kaldıracak kuvvetli olsun -ki değil- gürültü çekilmez. gördüğüm sesli süpürge sanırım.,tarafsız
ilk versiyona göre kötü geldi bana fena değil.yan tuşu kaldırmışlar pek hoş olmamış.,tarafsız
bentefal fv-9640 autoclean ütüyü 2 yıl önce aldim anda kireçten dolayı düzgün buhar vermiyor kullanamıyorum.bilginize ayrıca ütü ağır insanı yoruyor .,tarafsız
öyle inanılmaz bir soba sıcaklığı beklenmez zaten. küçük odanız varsa büyük bir salonda kombi yetersiz kalıyorsa böyle bir ürünle destekleyebilirsiniz.,tarafsız
kumanda çalışmadı,tarafsız
ürün teslim tarihinden 1 gün sonra geldi bununla alakalı mail mesaj yoluyla bilgilendirme yapılması güzel fakat bi bilişim ürününün zarfta gelmesi garip paketleme kötüydü hiçbi koruyucu yoktu pakete sarılmamıştı tek eksi noktası buydu..,tarafsız
fotoğraftaki ürün gelmiyor. başlıktaki yazan ürün geliyor.,tarafsız
"ürünle alakalı sıkıntım var kurulum pervanenin altinda makina acayip ısınıyor.kablo yanigi kokuda geldi,kullanmiyorum ayrica pervaneyi saga sola döndüren bi parca var 4. günde takılmaya basladı.sabitleme aparatida yok icinde,yetkili servise yönlendirdiniz 3 gün aradim allahın bir kulumu acmaz tlf...ne magaza nede yetkili serwis rezalet",tarafsız
evet gayet guzel yeni kullandik bakalim rivayetlere gore guzel oldugunu söylüyorlar,tarafsız
çeyizim almıştım 4 yıl kullandım ancak blender başlığı malesef yerinden çıktı servisi blenderdan fazla masraf çıkarttı sağolsun yedek parçaları pahalı. onun dışında gerçekten güçlü makine kullanırken hic sıkıntı yaşamadım.,tarafsız
içindeki süzgeç plastik koku yapio demligin tutacak yeri isininca çıkıo alinmaz,tarafsız
"çelik olduğu, korkmaz kalitesine güvendiğim aldım, göründüğünden şık kullanımı konforlu, tavsiye ederim",tarafsız
bende araştırıyorum almayı düşünüyorum pişman olmam inşallah iyiki almışım diyebilirim inşallah🙂,tarafsız
arkedeş adam bi çaydanlık üretemezmisiniz mendiz bey sen çaydanlıkı evinde kullandın heç valla biray sonam atarsın. hey arçelik sana deyom duydun,tarafsız
"ürün hızlı ulaştı elime, özenli paketlenmiş, krık parça yok sevinerek kurdum.. çalışmadı 😞 iade ettim",tarafsız
"olumlu yönleri: fiyatına göre çekişi şimdilik idare eder, malzeme kalitesi 3000 tl lik süpürgelerle karıştırılmasın fiyatına göre malzeme kalitesi idare eder olumsuz yönleri: hortum hemen kıvrılıyor, hortum bağlantı yeri çekince hemen çıkıyor, hazneyi yerine takarken zor oturuyor biraz uğraştırıyor başkada şimdilik bir problem görünmüyor alacak kişiler biraz nazik davranırsa sorunları aşar. haznesini boşaltırken yada bir yerini çıkartırken bir bebek davranmak gerekiyor yoksa bütün parçalar elinizde kalabilir. kalitemi fiyatmı iyi karar vermek lazım",neg
huawei tablet yutuba giriyormu almayı düşünüyorum,tarafsız
ürün sessiz kullanışlı biraz güç sarfetmeniz lazım halıya baya yapışıyor kullanışlı tavsiye ederim,tarafsız
asiri s yapiyor baska marka alin,tarafsız
"kalitesiz, fakir güvenerek aldım, elimizde kaldı parçaları birbirinden dandik geri iade edeceğim",tarafsız
cok kullanisli sık,tarafsız
ben robottan aldım gücü fena değil fırtına göre plastiği uydurduk şirketi aradım söyledim aç kapa yaparken dikkat ediceksin hemen kırıldı japonla yapıştırdım arçelikte almıştım hemen yandı malzeme güzeldi motor beş para etmez buda tam tersi,tarafsız
olumlu yönleri: hızlı güzel kargo. orjinal ürün.,tarafsız
ürün fiyatına göre iyi bir ürün dikkatli kullanılırsa çabuk bozulmaz,tarafsız
ürün beklediğimden iyi çıktı gayet iyikesimi var,tarafsız
ürün beğendim tavsiye ederim,tarafsız
bıçağın takıldığı plastik yuva sıyırdığı kullanamıyoruz.,tarafsız
yorumların yarısı ilk gün çekmiyor şikayetçiyken yarısı halıdan kaldıramıyoruz şikayetçi. çekmiyor diyenler borusuna varana kadar temizlerlerse süpürgelerine sorun kalmaz üst filtresini sünger olanı yıkayın. yapışıyor diyenler süpürgenin özelliği temizliği yapan özelliği. temiz evinizin dahi tozuna inanmıyorsunuz. şahane bir ürün almak isteyenler için. kullanıyorum da. rowenta markasını süpürgesini beğeniyorum :),pos
ürün biraz geç geldi beğendim istediğimiz çıktı,tarafsız
harika bir ürün hızlı kargo teşekkürler hepsiburada fiyat iyi kullanışlı tavsiye ederim,tarafsız
s kalitesi inanılmaz iyi ancak fazla bağlantı sorunu oluyor kullanılmaz hale getiriyor ürünü. ayrıca şarj kutusu büyük cebe falan sığmaz asla.,tarafsız
önce i̇nfrared bir ısıtıcı kullanmamıştım. sadece çalıştığı müddetçe işi kaynağı oluyor ortamı geç ısıtıyor (10m2). termostat kapanınca oda ısıtılmamış bir his oluşuyor. normalde klima ısınmaya çalışıyorduk havayı ısıttığı kalıcılığı alet kapansa bile uzun ömürlü. klima ilede neredeyse aynı elektrik tüketimi var.. klima olmayan odalarda ihtiyaç olduğunda değerlendirecem...,tarafsız
kucuk kulak deligi olanlar almasin. benim öyle sığmadı,tarafsız
ütü yapmak keyifli hale geldi memnunum şimdilik👍,tarafsız
ürünü beğenmedim.,tarafsız
olumlu yönleri: şahide 4 çekiyor,tarafsız
"kalitesi idare eder, ilk kulakustu bluetooth kulaklık deniyorum ahım şahım albenisi yok. 300 lira verilir mi sorusuna; temiz bir müzik güçlü batarya ömrünü eklersek verilir. kafamda belli bir süre sonra ağrı yapıyor biraz küçük geldi bana.",tarafsız
ürün kalitesi kötüden biraz iyi fena değil :(,neg
arızalı ürün göndermişler ......ürün çalışmıyor 😞😞😞,tarafsız
boyutu küçük fakat biraz zahmetli hazırlaması. aynı işlevi french press yapabilirsiniz,tarafsız
uzun bozuldu. iadesini talep ediyorum,tarafsız
kesinlikle zaman tefal! tek kelimeyle mükemmel,tarafsız
"tam baskı yapamıyor, meyveleri yarım sıkıyor. alt haznenin yanlarından meyve suyu kaçıyor.",tarafsız
"almadan önce fazla yorum/inceleme okudum almaya karar verdim. i̇yi almışım almakla ilgili şüpheleriniz varsa kesinlikle almalısınız. i̇lk günüm hiçbir sorun yok. olursa ekleme yapacağım. kargo harika hızlıydı...düzenleme1: ürünü yaklaşık 1 haftadır kullanıyorum gerçekten insanı aldığına pişman eden bir dip s sorunu var. şarkı dinlerken bi sıkıntı yok düşük sesli bir video normal sesle film izleyince saniye iğrenç bir dip çıkıyor. aldığıma pişman oldum, iade edeceğim almayın, aldırtmayın",tarafsız
"horoz lojistik sorunsuz şekilde ürünü teslim aldık, gelmeden önce arayıp bilgi veriyorlar, ürün s takıntısı olan var bir miktar fazla s çalışıyor bilgisi olsun, fiyata biraz sesli çalışması sorun edilecek bir değil fiyata göre iyi bir makine kurulum gelen arkadaşlar iyi bir makine olduğunu kolay kolay sorun yaşatmayacağını söyledi fiyata kesinlikle alınır.",tarafsız
ürün kusurlu ayağı kırık bozuk,tarafsız
bence iyi bir ürün degil cekmiyo,tarafsız
"philip triathlon süpürgeyi yıllarca kullandım. memnun kaldım, sonra philip marathon süpürge aldım garantisi devam etmekte. önce süpürgenin plastik elle tutulan parçası kırıldı. garantiye girmediği servisten paramla aldım. ardından tekrar aynı yerden kırıldı yine servisten paramla aldım. şimdi alüminyum borusu kırıldı yine aynı servise götürdüm. parça var dedi, garantisi var deyince zaman parçayı parayla verebilirim. garanti kapsamından değişim istersen beklemen lazım dedi. dediğimde ben orijinal parçayı paramla aldım garanti kapsamında veremem dedi. bende para vererek çelik boruyu aldım. philip müşteri hizmetlerini aradım. sizdeki parça alüminyum, servisteki parça çelik onun garanti kapsamında değişim olmaz dedi. özetle kısa zamanda neredeyse süpürgenin yarı parası kadarını kırılan parçaların değişimi verdim. bana göre kırılan parçaların tamamı kalitesiz olduğu kırılıyor. philip marathon süpürge aldım memnun kalmadım, parçalandı.",tarafsız
kargo hızı ürün iyi,tarafsız
memnun kaldım ıyı pişirıyor kullanımıda pratık😊👍👍,tarafsız
super bir ürün cok gzl parcaliyor..,pos
5 ay önce pembe rengini almışdım ablama ev hediyesi memnun kaldı keyifle kullanıyor. tavsiye ederiz,tarafsız
yaklaşık 10 aydır kullanıyorum. performansı beklentilerimi karşıladı. şarjıda günlük kullanımda gayet iyi dayanıyor.,tarafsız
fiyat performans ürünü gayet hızlı geldi ben memnun kaldım ekleme: 1 ay kadar sonra performans düştü.,tarafsız
ürun hakkında kullanmadan bir şeyler yazmak doğru olmaz . sadece mağazanın ürün kargolamada geç kalması kusurunu belirtmek isterim.,tarafsız
güzel bir ürün,tarafsız
"ızgara seven bir aile olarak karşılaştırmalar sonucunda ürüne karar verdik, et balık tavuk hepsini denedik başarılı özellikle iki ayrı plaka olması avantaj fakat dumansız konusuna katılmıyorum balkon yerde kullanmak mantıklı..",tarafsız
harika bi teslimat hızı var,tarafsız
"erkek olmama rağmen çeyizim istediğim üründü :) hemen aldım. kullanan herkes memnun. yakında evleniyorum. kullanır kullanmaz yorumumu editlerim. burdan zeyneb'e sesleniyorum; ""seni seviyorum bebeğim""",pos
gelen mouselar a4tech görünümlü sorunlu çıktı tavsiye etmiyorum... a4 markasının çakmasının olduğunun görmüş olduk sayelerinde...,tarafsız
10 senedi̇r. loreal studi̇oline grubunun jölesi̇ni̇ kullanmaktayim. markaya ai̇t ürüne göre gerçekten alt düzey kali̇tede bi̇ ürün. pi̇yasadaki̇ markalara nazaran belki̇ i̇yi̇ olai̇bli̇r. beni̇ hayal kirikliğina uğratti,tarafsız
kargo aşırı hızlıydı aynı ürünü geçen sene kullandığım gönül rahatlığıyla diyebilirim işinizi fazlasıyla görür uzun vadede kullanmayacaksanız,tarafsız
olumlu yönleri: annemlerin evine bir tane elektrik süpürgesi almak istiyordum. yaptığım ince araştırmalardan sonra fantom marka elektrik süpürgesini aldık. annem anda kullanıyor memnun olduğunu söylüyor. yüzden herkese tavsiye ederim.,tarafsız
urunum geldi sorun yaşamadım,tarafsız
ürünü şarja taktım ancak 4 saatte 1 ışığı bile dolmadi konuda bir sıkıntısı var sabaha kadar dolmazsa geri yollayacağım.,tarafsız
"merhaba, öncelikle kapıdakifırsat mağazasındaki nermin hanım'a teşekkürlerimi iletiyorum. ürünü sipariş vermemle birlikte hızlı şekilde tedarik süreciyle ilgili iletişime geçtiği için. gerçekten ilgililer. çamaşır makinemi çeyiz aldığımdan deneme fırsatım şuanlık bulunmuyor. zaten bsh ev aletleri; özellikle siemens işin hakkını veriyor bir sıkıntı çekmeyeceğimi düşünüyorum.",tarafsız
cızırdama var. sesi yüksek net değil evde kullanılabilir bir ürün.,tarafsız
i̇dare eder,tarafsız
"oğlum bir haftadır kullanıyor,çokta beğendi.pahalı ürünlerle karşılaştırmamalı sonuçta fiyatı uygun fiyatına göre iyi iş görüyor",tarafsız
güzel ürün kullanisli,tarafsız
"valla güzel pişiriyor diyenleri anlayabilmiş değilim güzel pişirmiyor kadar saat sonra bir zahmet pişirsin, şöyle örnek vereyim kıyması ayrı patlıcanı ayrı kızartılmış olan patlıcan musakkanın salçalı sosunu bile kaynatamıyor,hiç tavsiye etmem turbosuz asla çalışmayan bir fırın sadece turbo açarsanız geç olsa pişiriyor.fırın sütlaç yapayım dedim,en yüksek ısısında yarım saat falan sürdü zaten sıcaklıkta sütte uçup gitti tatlı yalan oldu.",tarafsız
👍🏼 kalitesi iyi olmasa alınabilir,tarafsız
"memnunuz, bir sıkıntı yaşamadık.",tarafsız
"alacak arkadaşlar fazla bir bir beklemesin tek antenli modemlerden bi farkı yok çekim gücü olarak, hızıda kendi internet hızınıza baglı ayrıca kasası estedik durmuyor tek avantajı kolay kurulumu bundan ucuzunu bulumıyorsanız alın alıpda 150 200 tl'lik modem kalitesi beklemeyinn..",tarafsız
"ürün fi̇yatina göre uygun,hediye wifi aparatı yetersiz yavaş youtube videoları takıla takıla izliyoruz, ccam şifre kullanıcı adı soruyor olmadığı şifreli kanallar ,izlenemiyor.",tarafsız
ürün standart pekte iyi degil,tarafsız
"olumsuz yönleri: plastik kasa ince ,ayaklar dandik",tarafsız
"performans açısından iyi, sadece bazen su akıtıyor su haznesi küçük olduğu bir gömleğin ütüsüne anca yetiyor",tarafsız
"aldiktan sonra bi kadar parayi sapına harcarsınız. ha ben bantla tuttururum, yapıştırırım diyorsanız oda olmuyor. silikonu denedim, oda tutmuyor. 5 kutu yapistirici kullandim 1 gun sonra düştü. sapi nasil tuttugunuza bagli olarak 3 4 ayda bir sap alırsınız. garanti degistirir be kardeşim diyorsaniz yok degistirmiyor, garanti kapsaminda degilmis sapi. aldigima pisman miyim hayir, cok kaliteli guclu supurge. kedisi olana mukemmel. alanlar bir ustunu alsin, sapi saglam gorunuyor onun.",tarafsız
kardeşimin ceyizine aldım insallah memnun kalır,tarafsız
bozuk çıktı,tarafsız
dokunmatık kullanamıyorum diyenler son :) ele uygun kalemi olan bir telefon artı ovi ozelligi wifi ozelligi gençler bir yeni cag :) facebookcu gençligin vazgeçilmezi wifi ... muzik on numara telefonda :),pos
arkadaşlar ürünü 6 aydır kullanıyorum. soğutma nem alma konusunda başarılı fakat ısıtma kapasitesi düşük. sıcaklığı yüksek seviyeye ayarlasaniz güzel ısıtma yapmıyor. ayrıca 65d den fazla gürültü yapıyor.,tarafsız
"bluetooth bağlantısı zayıf. evin içinde bile yeterli değil. samsung health telefonla uyumlu değil. saatte, basketbol basit bir antreman yok.",tarafsız
"avantajlar : sessiz, window 10 yüklü ısınma yapmıyor.<br />dezavantajlar : malzeme kalitesi vasat , dvd yazıcı var denmesıne rağmeni gelen cihazda yok<br />cihaz sorunsuz elime ulaştı. ancak özelliklerde dvd yazıcı var denmesıne rağmen gelen cihazda dvd sürücü yok! dvd sürücülü cihaz seçmemdeki amaç arşivlerimi kullanmaktı. sebepten iade düşünüyorum.",tarafsız
tavsiye etmem arkadaşlar. kek bile yapsan 20 dakika ısıtmak zorundasın.,tarafsız
"uzak mesafeden(2-3 metre gibi) oyun oynamak bir derdiniz yoksa günlük kullanımda işinizi görecektir. alıcısı gayet güzel çalışıyor, bağlanmama algılamama sorunlar yaşamadım 1 aydır, anlamda düzgün bir ürün diyebilirim.fonksiyon tuşları güzel düşünülmüş. s aç/kapat müzik video oynat/durdur, varsayılan tarayıcınızın giriş sayfasını tanımlı mail uygulamanızı açmanıza yarayan tuşlar var klavyenin üst tarafında. mouse biraz küçük, ele pek oturmuyor dediğim gibi, günlük kullanımda fiyat/performans anlamında üzecek bir ürün olduğunu düşünmüyorum.paketleme düzgündü, piller kutuya dahildi kutuda dahili pillerin kullanım süresine dair bilgi mevcut. klavye 3 yıl mouse 2 1 yıl olması lazım, ürünü almadan önce kontrol ediniz.ürünü doğrudan amazzon üstünden almıştım, sipariş teslim alma açısından problem yaşamadım. söz verdikleri tarihte teslim ettiler hatta aksilik olmasaydı öngörülenden 1 gün erken teslim alabilecektim.canımı sıkan tek nokta şuydu, klavye biraz yamuk geldi kronik bir problem mi emin değilim. klavye ayakları açıkken kapalıyken bir ayağı kısa sandalye sallanıyor tam olarak sabit durmuyor.",neg
